,0
0,185.44364625810252
1,52.84766446234096
2,7.005671177895633
3,3.733404624719003
4,20.901472642353607
5,1.5815192016412405
6,281.56422048276914
7,320.86049340448284
8,59.52858315545952
9,26.05675141753421
10,1.207326486828608
11,0.8950475435954517
12,108.88230897226042
13,763.8665883912787
14,1.640579910080971
15,26.597317665160745
16,7.063318418123485
17,54.833671465985724
