,0
0,121.68115844568688
1,25.25373313554792
2,5.183444537501003
3,5.014281015648889
4,17.31545774519792
5,2.1337873576863795
6,620.148867566276
7,461.6035373649175
8,106.62379307911874
9,29.25189300383104
10,1.7678808953524674
11,0.7221952924939832
12,95.88685549414367
13,1658.1161483077
14,3.0693614470693
15,27.230346956903343
16,10.325313866124379
17,71.72294077312974
