cluster,count,median_A1,median_A2,median_A3,median_A4
1,20000,0.0630979985675773,-2.1178302782907,-1.19725030927634,0.531545386988017
2,45600,-0.214906074382209,2.50141087352273,0.0147920722272016,0.113760407309961
3,25600,-0.359141984900242,-2.3674804692498,1.06239611492565,-0.172288362472691
