cluster,count,median_A1,median_A2,median_A3,median_A4
1,20000,0.0630979985675773,-2.1178302782907,-1.19725030927634,0.531545386988017
2,17200,-0.863894803672673,2.5120961759203,0.394555196515273,0.694632685324921
3,14720,2.93502678080363,2.5493556005957,0.0367989107433161,0.0163675930677908
4,13698,-2.33524944113607,2.49177244632572,-0.248674215008393,-0.852751905434856
5,25582,-0.357306698250041,-2.36746387629642,1.06262460526297,-0.171494207355873
