cluster,count,median_A1,median_A2,median_A3,median_A4,median_A5,median_A6,median_A7,median_A8
1,10573,0.00580972102815095,0.223050954873877,1.46495191195463,-0.398733607900611,-0.0383125489761425,0.260215628999656,0.40789649874656,-0.14840146489047
2,188,4.35320224407507,-5.59157983272612,0.633948924705693,1.83863587007926,-1.33039559051538,-4.85729868795958,0.432941911944452,-4.32126973600957
3,9347,0.420134649428903,-0.0431718443588257,-1.32201974425036,-0.74485137679188,0.433002640140158,0.0416232580243261,0.225446821043315,-0.138564958619607
4,1671,4.15207260200015,-2.9260899843739,0.0342805013413372,-0.304880782691162,-0.989382492474961,0.291213634226592,0.017594309318907,1.08725770466909
5,4657,2.90801925052749,1.91043084397821,0.462431321427651,0.793715098732677,0.606389378632376,-0.0775351197981434,-0.474051834092498,-0.102390687333716
6,1876,-1.56564354279721,-0.715506779441562,-1.24912423958718,2.57309296430095,0.251958471846939,0.70515047049019,1.43831361014024,0.318749681907244
7,17507,-1.69251757491423,-0.0420767422566828,-0.257271349041971,-0.00969046937435825,-0.151742284731963,-0.254998974953357,-0.358675273702925,0.119780483089491
