cluster,count,median_A1,median_A2,median_A3,median_A4,median_A5,median_A6,median_A7,median_A8
1,10582,-0.0424854782019126,0.225575802473712,1.44075323968984,-0.403079889204595,-0.055218978676604,0.246359785145724,0.407713479782164,-0.145847361485309
2,1180,3.4199446998262,-3.79794309862144,1.49912909158417,-0.0706896236202529,0.130814422530775,0.163231678797991,-0.653004214608946,1.36418080559033
3,656,4.18695498559074,1.11931980502245,-2.03029174627612,-0.624570987996563,-3.70276857964827,0.969042682417703,0.43844778875475,0.0774124787499477
4,4708,2.84141390855242,1.86341978963753,0.493793401633948,0.753825832661245,0.615538309511983,-0.0717150767928756,-0.441507142337706,-0.105002923882615
5,17306,-1.69375245214173,-0.049181220962832,-0.266495042525755,-0.0067866874034185,-0.14892855846881,-0.253614455617536,-0.36426835477472,0.120948411716899
6,9338,0.430991105248114,-0.0818046940403906,-1.31165849275091,-0.748075532006811,0.423153684558506,0.0390285467499695,0.232168199082915,-0.12386523933665
7,186,4.17311788812446,-5.55289162931278,0.633948924705693,1.83863587007926,-1.30100174826183,-4.85729868795958,0.458130755002572,-4.34559368471114
8,1863,-1.57219916389283,-0.71733380880472,-1.24904469032373,2.58112264565862,0.2523681762812,0.704431570336298,1.44163643185533,0.321785160181278
