cluster,count,median_A1,median_A2,median_A3,median_A4
1,25582,-0.357306698250041,-2.36746387629642,1.06262460526297,-0.171494207355873
2,31920,0.906835502365393,2.51437986995011,0.170465301138827,0.406621342996158
3,13698,-2.33524944113607,2.49177244632572,-0.248674215008393,-0.852751905434856
4,20000,0.0630979985675773,-2.1178302782907,-1.19725030927634,0.531545386988017
