Unnamed: 0,r_id,recipe,Calories.kcal.,Moisture.g.,Protein.g.,Crude_fat.g.,Saturated_fat.g.,Ash.g.,Carbohydrate.g.,Dietary_fiber.g.,Na.mg.,K.mg.,Ca.mg.,Mg.mg.,Fe.mg.,Zn.mg.,P.mg.,VitaminA.IU.,VitaminE.mg.,VitaminB_group,VitaminC.mg.,Fatty_acid_S.mg.,Fatty_acid_M.mg.,Fatty_acid_P.mg.,Amino_acid.mg.,Cholesterol.mg.,Cluster
10188,10003924,泰泰風香蘭葉的運用,312.4458,7.6292,24.3625,7.4958,1.5042,12.8542,47.6625,25.0417,27.9083,2404.1292,3073.4208,662.8792,53.2792,4.6208,260.2417,27139.7125,15.4375,197.0583,141.4875,1504.75,1498.2292,4491.9167,20586.1875,0.0,2
10189,10004134,15分鐘快速上菜之清蒸檸檬龍蝦,166.9905,50.0118,16.1705,2.8455,0.8152,1.0703,26.7898,9.0295,153.7181,465.2819,296.6723,62.3562,15.0604,1.4979,190.5387,2155.2557,2.4201,4.6019,17.1613,19.8773,23.5794,35.7493,12347.9253,53.5892,2
10190,10004423,DIY粉紅(紅麴)米粉湯,267.9654,27.4144,8.1682,0.8148,0.3551,3.0426,60.5599,10.5504,103.9792,72.7922,855.1044,95.9375,29.4295,1.4008,82.2033,18.2874,0.7120000000000001,27.6931,0.7237,355.0728,191.3896,168.8585,15037.5048,13.1431,2
10191,10004457,echo 不甜膩巧克力片,455.5085,0.4926,9.1008,17.984,11.5349,1.1871,66.5586,7.5102,450.5912,497.1258,84.8985,133.9308,21.8465,1.5438,157.4654,1113.136,3.1058,12.7757,12.9231,11473.3462,5620.4017,641.0443,3310.8823,0.0,2
10192,10004519,Kitty喵-拉拉熊蔥油餅,265.5016,37.1005,12.1904,7.7134,3.042,3.9771,39.0186,7.2209,694.4767,649.1535,147.2681,83.7486,11.5472,1.3665,172.4245,268.4833,5.0916,83.8857,0.0294,3042.0201,2112.7758,1834.3944,11607.8898,11.8533,2
10193,10005040,弁当-190315-清炒龍鬚菜,107.3216,9.8678,3.6129,0.2026,0.1215,1.9488,24.6561,5.2017,135.5121,186.167,413.3749,47.5002,14.2022,0.6538,26.5262,2.6305,0.41700000000000004,11.8917,0.1511,121.5067,24.4847,56.5219,6717.9851,0.0,2
10194,10005302,七彩葡萄玉米脆片酥,420.9431,8.6744,5.7699,15.1131,10.0696,1.018,67.0024,4.3033,296.6494,332.57,51.626000000000005,65.1009,11.2072,0.7671,89.6109,778.4816,1.5566,8.1833,6.7974,10037.7503,4316.2965,615.9418,2367.7929999999997,18.8083,2
10195,10005990,三色麻醬烏龍麵,192.3991,57.3905,4.5483,5.5765,1.1553,0.6467,31.8379,1.5408,294.2176,937.4188,556.9939,162.792,12.3147,2.2179,183.7536,260.7805,1.9956,26.2224,12.7286,1155.2618,1965.8278,2417.1588,4243.4682,56.3739,2
10196,10006417,小吃豬血糕佐花生粉,234.2287,44.5691,10.8751,5.3641,0.2478,2.3105,36.8812,1.46,611.3996,222.1063,31.9009,51.8644,10.8363,1.268,127.9162,95.4518,0.1216,14.6476,0.4228,247.8093,313.3577,148.9038,6986.9072,17.7184,2
10197,10006908,中秋烤肉醬DIY 5  南洋沙嗲醬,467.4365,11.6129,14.825999999999999,30.0589,3.5625,4.7323,38.7698,13.6854,768.9008,934.1592,257.3111,175.4418,17.8908,2.4869,333.9054,675.3438,23.2977,49.8208,0.8423,3562.4663,7060.18,11643.7209,6907.1148,7.6085,2
10198,10007215,心型巧克力麵塊,371.0897,0.1258,8.3621,2.7466,1.2076,0.535,81.475,3.3182,856.0167,163.0622,77.3967,37.8944,25.7844,0.0756,11.6556,1592.4561,1.3561,7.9243,18.6667,1118.7517,987.7602,281.8404,1090.8264,0.0,2
10199,10007478,日式小菜-龍鬚菜,294.1427,18.5159,14.5471,0.8874,0.4777,4.5539,61.4956,12.7407,413.3673,168.3289,1040.6735,125.4114,36.6444,1.8017,119.4712,7.4127,0.9428,30.0331,0.0,477.6813,144.5196,265.1836,22179.846,16.1531,2
10200,10007576,日式炒烏龍麵 - 深夜食堂,112.4725,77.1795,4.7133,5.531000000000001,2.0868,0.9456,11.6306,1.5463,498.4381,1032.2459,517.8669,153.1805,11.0302,2.1108,153.4079,1456.2493,0.6552,40.883,11.8913,2086.7609,2340.5242,1072.2776,3938.8977,9.1948,2
10201,10007643,日式海鮮烏龍麵,70.4208,81.85300000000001,2.5481,0.2386,0.0518,0.6505,14.7097,1.0884,481.959,1181.3613,661.9407,186.9288,14.0098,2.3801,175.5663,190.8068,0.2867,5.8195,8.1788,51.7703,27.609,88.6011,2152.801,10.2475,2
10202,10007644,日式烏龍沾麵,128.27,65.2919,7.977,2.2259,0.7667,4.7063,19.7989,1.5235,2147.5416,1442.4439,742.9358,219.7507,16.486,3.1233,261.9556,1147.4427,0.6093,59.5911,1.6912,766.6482,877.7478,574.116,8214.8569,81.8778,2
10203,10007683,日式清湯烏龍麵,194.1132,55.3544,24.2337,4.289,1.3183,1.9749,14.1481,0.6851,549.9496,1694.9199,737.0193,239.9289,19.6388,3.5433,404.3902,116.7394,2.0124,36.37,0.6434,1318.3277,1154.6163,1814.2937,23852.4861,102.2285,2
10204,10007853,月桂葉清蒸雞腿肉,245.8147,43.3535,11.9398,13.5421,3.9986,1.8348,26.3564,9.1228,324.7043,713.1060000000001,304.4242,54.4027,16.2763,1.2962,99.0411,2253.2404,2.0402,10.2594,18.2259,3191.6309,5219.582,2334.2838,9438.1474,61.126999999999995,2
10205,10008310,牛肉炒烏龍(旅行料理),206.2192,62.7622,6.9311,13.2183,6.8122,2.6893,14.5954,0.9253,897.0382,2008.1267,785.4212,224.0079,17.0847,3.4273,207.9861,729.6924,0.4609,30.1388,2.7086,6812.149,5945.1044,344.3219,6330.3599,22.86,2
10206,10008761,古早味豬血湯,31.61,90.2233,4.3873,0.3809,0.1067,2.1674,2.8411,1.0485,504.4674,338.0661,35.1346,14.1121,16.2766,0.2803,55.6346,139.0784,0.1824,6.3172,4.6579,106.7416,71.1974,122.787,2532.1038,29.5996,2
10207,10009621,巧克力玉米脆片,549.0914,0.9608,10.1465,34.6888,22.398000000000003,2.3148,49.9892,11.5098,186.1027,809.7952,85.75200000000001,224.115,15.1458,3.0105,307.0575,473.9152,6.0562,18.0724,5.25,22373.025,10959.7834,1250.0365,6456.2205,0.0,2
10208,10009622,巧克力玉米脆片-雀巢玉米脆片,522.4167,2.065,15.1874,33.2316,12.8862,2.151,45.13399999999999,8.59,222.3224,647.1864,144.3751,215.894,13.6042,2.6297,311.8266,538.5728,9.5356,27.6266,6.1644,12856.8847,15706.4747,4530.0913,10588.6968,0.0,2
10209,10009701,巧克力乳酪夾心脆片 雀巢玉米脆片,423.0419,4.2759,8.9665,14.1262,9.2487,1.2119,67.1014,4.3326,541.6944,376.4763,138.64700000000002,83.5664,18.7458,1.0877,151.9259,1103.2013,1.8562,10.8891,12.1223,9191.8768,4254.2698,442.9632,4185.0557,6.6715,2
10210,10009751,巧克力脆片新手不敗甜點,521.6938,1.8939,14.4566,32.6552,13.6707,2.121,46.5585,8.8,229.6677,654.7184,136.4001,212.8305,14.1232,2.6133,304.2537,559.4219,8.927999999999999,26.088,6.3959,13640.2759,14816.685,4057.8891,9883.6527,0.0,2
10211,10009822,巧克力棉花糖,411.4926,0.3414,8.5913,10.1446,6.4374,0.6583,74.3141,5.6204,571.9168,349.7538,84.1737,91.4609,24.8778,0.8556,87.291,1406.1082,1.7213,10.2916,16.4416,6359.1218,3114.8868,355.7755,1848.4284,0.0,2
10212,10010124,玉米起司可樂餅球 雀巢玉米脆片,268.4778,34.0619,8.8467,6.5208,4.4284,1.4779,45.4294,2.2705,722.1473,245.7491,162.4735,31.1745,14.404000000000002,0.8342,111.1772,1134.0799,0.4159,12.1014,15.3924,4380.1849,1569.5831,247.1487,4831.595,38.7724,2
10213,10010523,白醬 (Crem Suce),418.6815,10.845999999999998,13.362,22.8107,14.5445,1.9696,48.3936,8.8509,122.2358,589.8503,586.6581,75.7951,14.4648,1.1449,247.7991,3130.5367,0.6703,14.5334,23.0314,13786.3072,5448.5986,724.1184,11157.1258,58.8842,2
10214,10011418,早餐熱壓吐司系列2 滑順巧克力,411.0335,18.2218,7.0207,21.1755,14.091,0.6177,50.3217,2.4427,445.7589,106.7044,43.2937,25.7861,10.734000000000002,0.3999,47.905,1303.6827,1.2437,42.3957,7.3338,14056.2109,5646.2136,1002.0826,4455.5738,47.927,2
10215,10011471,百里香的栽培及運用 附 實作影片,411.4873,9.0782,19.5364,25.8073,1.4727,8.58,36.9982,36.6109,240.9364,1946.5309,794.8673,410.8945,41.0673,5.3418,536.9527,165.7091,8.3691,131.5382,0.0,1473.6255,16034.3855,8299.7891,16588.7218,0.0,2
10216,10011538,百香果龍鬚菜 超爽口,266.4809,30.0497,8.2716,3.4443,0.6312,3.222,55.0124,12.0722,118.8225,113.0087,895.8192,104.9691,30.8297,1.5436,66.6436,340.9322,1.8730000000000002,21.2575,6.6494,631.1886,627.5336,1686.8765,14628.8052,1.334,2
10217,10012054,自製花椒粉,368.885,9.674,9.98,9.2,1.933,7.9395,63.2065,47.4755,565.42,1367.61,1319.72,177.76,22.7,1.719,194.56,832.55,8.76,70.1715,0.0,1932.8005,3483.6535,3783.4629999999997,7047.39,0.0,2
10218,10012055,自製金莎巧克力,478.1521,3.5475,9.077,24.0137,15.5421,1.4880000000000002,58.4059,8.3555,350.7516,572.173,84.478,155.0117,18.8108,1.9322,198.1414,919.7859,3.8967,13.8446,10.0189,15494.4462,7454.3895,853.5234,4204.8531,6.0374,2
10219,10012785,孜然龍鬚,329.3725,32.2409,11.8397,16.7846,5.8772,4.1005,35.0343,8.2947,442.3648,621.2064,553.6287,87.0956,20.0589,1.7386,116.9895,45.9631,2.1031,22.0775,0.2851,5877.1985,7474.8082,3402.5302,15292.6505,29.2847,2
10220,10012870,快速料理日式胡麻涼麵,204.0875,55.9204,5.9144,7.4977,1.2639,2.1288,28.5389,2.7619,1017.6748,1788.9515,1053.6019999999999,312.2386,23.1415,3.9356,310.8591,412.0566,2.8024,43.239,1.0988,1263.8747,2452.6667,3779.9839,5441.4945,0.0,2
10221,10013279,沙茶豬血湯,41.8292,88.1604,3.7886,1.8484,0.3874,3.3968,2.8058,1.365,984.0071,304.0386,39.6138,10.3744,13.212,0.3357,51.7479,547.2026,1.1844,21.4027,5.0097,387.4595,422.726,1037.8211,2128.1258,23.0539,2
10222,10014271,味增湯,164.248,51.2692,14.7846,2.1508,0.6772,6.2601,25.5355,11.7678,1022.3209,1214.9159,193.2533,156.6135,21.6562,2.0601,244.0227,173.2189,2.5789999999999997,156.197,2.5146,677.1899,185.1855,1281.4281,13489.6673,0.0,2
10223,10014293,和孩子一起做脆片餅乾 雀巢玉米脆片,264.7752,5.9783,3.45,2.2625,0.384,0.0288,60.1144,1.5068,304.3938,75.0369,37.2277,18.6862,12.0558,0.0299,0.0,775.8157,0.6212,3.0729,9.693,342.2776,1549.047,204.4792,0.0,0.0,2
10224,10014323,和風胡麻醬龍鬚菜沙拉(附沙拉醬做法),301.2968,17.3075,10.0799,1.3319999999999999,0.4425,3.9904,67.2902,13.8114,182.1265,98.5028,1123.7042,128.8243,38.4483,1.7788,79.5402,0.4145,1.1548,29.2871,0.051,442.4292,329.9226,559.6067,18575.9783,0.0,2
10225,10014409,咖哩豆漿烏龍沾麵,88.7247,79.1273,4.4719,1.9126,0.4995,0.7652,13.7231,1.9256,399.8056,1194.2739,627.5014,185.0811,14.6258,2.4661,194.5836,1451.1647,2.0306,24.8354,0.6492,499.4473,708.4227,654.9881,3971.575,40.0424,2
10226,10014439,咖哩烤蝦,159.9374,62.0105,18.9633,2.4982,0.4023,2.7017,14.3771,5.0893,387.5343,446.0399,178.4634,84.9122,11.2542,1.5587,252.7086,25.2653,12.7802,26.9293,0.5363,402.2967,1426.5541,654.4373,16321.8235,136.7683,2
10227,10014608,咖喱豆腐,157.3658,57.3958,9.1057,4.6333,0.7139,9.0544,19.8107,8.196,2302.8826,1631.8495,241.085,96.4865,16.0585,1.2233,180.5476,40.1656,21.9362,48.5168,0.0,713.8301,2333.3193,1585.6065,8532.1162,0.0,2
10228,10014622,咖喱雞塊-新店民權氣炸鍋,224.1436,59.5958,16.5344,12.5557,3.2412,2.0378,10.2491,6.3764,167.8944,505.8404,137.372,68.4527,12.2786,1.9546,201.9368,119.7414,16.901,29.8223,2.3209,3241.202,6230.7547,3089.2728,13988.3608,54.6648,2
10229,10014744,怕菜鴨肉湯 梅乾菜鴨肉湯 -免火快煮鍋,139.5778,52.6932,8.425,6.0233,1.4028,17.9102,14.9482,7.4374,6453.9084,568.1928,215.8512,42.7357,20.985,1.4028,96.9585,4023.3527,2.4855,10.2611,0.6061,1402.8282,2661.0011,1301.8056,7414.9112,29.8059,2
10230,10015535,炒龍鬚菜,122.8332,18.9843,3.4269,3.2617,1.3152,1.8579,21.7242,4.6771,154.6154,212.9305,352.0265,41.4236,12.117,0.6165,34.1872,1060.5191,0.3701,13.3185,0.2748,1315.1717,1375.7485,567.6092,5948.6715,3.3731,2
10231,10016028,虱目魚丸皮蛋香菜湯,222.0213,46.4707,16.2959,9.3808,2.9896,5.9216,21.9311,8.9919,452.7056,999.5165,1057.9595,225.5125,18.0254,1.8235,197.5519,8734.5552,5.7503,74.2572,45.3995,2989.5997,3622.2939,2733.1988,14484.1505,84.5224,2
10232,10018083,紅蔥肉燥拌龍鬚菜 牛頭牌端午好香拌,318.0546,16.0886,14.7664,4.4405,1.3647,5.1749,59.5297,12.8891,363.1463,499.2168,1061.7738,131.35399999999998,36.2187,1.8630000000000002,134.0521,9.8094,1.7819999999999998,33.2395,0.0256,1364.7254,1639.8419,1434.8586,22106.6792,19.6337,2
10233,10018126,紅燒排骨簡易料理,223.5319,48.8026,10.468,10.8725,4.2024,2.1051,25.3293,7.3229999999999995,843.3545,359.0184,246.5731,52.5077,12.53,1.1373,90.4768,1841.4613,0.2987,16.1685,15.8805,3581.9481,3891.6884,1206.3536,7256.2097,28.993000000000002,2
10234,10018428,胡麻秋葵,410.2477,22.6265,41.6776,22.0253,4.3771,3.3080000000000003,10.3628,5.0521,22.2457,682.7309,327.2961,160.8,14.3243,2.8365,530.4521,497.3146,8.346,90.4591,3.3616,4377.071,6985.1569,10641.5389,38540.6718,105.5613,2
10235,10018913,飛碟巧克力脆片球-雀巢玉米脆片,494.1054,0.7465,9.7322,25.0725,15.6716,1.6553,59.2695,9.1063,341.3514,617.2219,84.8653,172.9656,18.9998,2.1482,225.003,847.0831,4.584,16.0854,9.7478,15625.1951,7945.5018,1312.138,4854.1722,0.0,2
10236,10018979,香料烤南瓜,180.7553,52.9185,3.8242,7.2009,1.6680000000000001,0.7649,32.7134,10.2519,7.6572,444.4244,299.1871,55.1298,13.7965,0.2641,32.8523,5740.6963,2.1695,35.5563,22.8233,1008.8539,3289.6646,516.242,1373.0795,0.0,2
10237,10019044,香脆蛋豆腐雀巢玉米脆片,258.0968,33.1286,9.2537,3.6435,1.1393,0.8221,49.0707,1.8925,621.6926,168.4223,59.795,32.273,16.2277,0.4154,373.9944,999.9458,1.2141,15.7233,11.4087,1085.615,1456.654,882.7837,5818.2125,66.7725,2
10238,10019349,香菜水餃,325.0893,23.1748,20.4549,15.8719,5.15,8.9924,31.5062,16.1659,120.6391,1751.4105,1975.0151,432.1995,34.5974,3.4984,210.7542,17423.5777,10.287,128.7429,90.9104,5150.0176,5857.9261,4842.005,17808.8232,22.0574,2
10239,10019362,香菜保存方法,312.445,7.63,24.365,7.495,1.505,12.85,47.66,25.045,27.91,2404.13,3073.42,662.88,53.28,4.62,260.24,27139.715,15.435,197.055,141.485,1504.75,1498.23,4491.92,20586.19,0.0,2
10240,10019434,香酥豬血糕,173.7359,56.1116,7.377999999999999,0.8493,0.3004,1.4062,34.255,1.646,345.1561,118.7177,16.6176,23.9424,11.6853,0.8188,61.1518,9.1478,0.3787,15.6706,0.478,300.3892,368.54,184.7237,7325.1858,19.6303,2
10241,10019500,香煎孜然豬里肌,222.7997,46.0711,14.945,11.6276,2.1242,9.0844,18.465,15.7426,1958.9928,917.7655,324.0192,162.6351,16.4183,2.6172,259.711,584.1773,5.553,53.9396,6.3716,2124.2215,5896.9677,3453.0393,12955.9618,25.9701,2
10242,10020280,夏日小菜同樂會 涼拌佛手菜,112.6783,5.3235,3.034,1.5896,0.3059,1.661,23.0322,4.2346,129.7466,185.5933,319.5376,38.7185,10.9313,0.5418,30.0429,2.2,0.867,7.8962,0.0408,305.9164,425.1942,858.4153,5249.7045,0.5852,2
10243,10020322,夏日清爽上菜涼拌龍鬚菜,251.1917,22.6385,8.8926,1.1341,0.3681,3.5976,55.8006,11.5627,281.1201,116.0763,912.6977,109.59700000000001,31.4811,1.5118,78.8225,0.0,1.006,27.0103,0.5145,368.1051,315.5326,450.3504,15707.5853,0.0,2
10244,10020886,氣炸豬血糕-新店民權氣炸鍋,193.8597,51.2475,8.631,0.9153,0.3257,1.4317,37.7745,0.9139,414.1255,83.4375,8.6415,15.5985,12.8045,0.889,69.2045,0.0,0.051,9.417,0.0,325.715,413.4886,181.3649,8794.392,23.719,2
10245,10020975,氣炸鍋-牛排,287.9333,45.548,11.8623,20.2143,8.7815,1.6233,19.9259,7.0928,238.5936,607.8727,244.7592,46.1579,12.9815,3.6218,94.6105,3290.3035,0.08,8.6596,14.7168,8185.2356,9360.7517,505.7375,11370.611,43.0799,2
10246,10021170,海味櫻花蝦香菜烘蛋  飛利浦智慧萬用鍋,160.59,60.8804,14.2391,6.412000000000001,2.2424,5.1209,13.561,5.0272,834.317,562.3591,701.7935,143.7313,11.5118,1.8139,207.2673,5097.5438,4.1174,79.7947,25.406999999999996,2242.3581,2376.8579999999997,1775.5078,13229.7007,209.4896,2
10247,10021172,海南雞飯,197.0688,24.6457,6.6745,4.4529,1.0876,0.5048,37.5571,6.7449,66.3269,281.9112,208.74900000000002,40.2804,10.7891,0.6997,45.5814,1518.1615,0.45,6.6252,12.6766,530.9741,1487.3014,468.2037,3594.9163,14.6424,2
10248,10021297,海鮮豆腐烏龍麵,123.3371,68.6265,7.0015,1.8887,0.8143,2.9133,19.6402,1.4193,1154.2432,1008.3239,540.3931,156.3044,11.5488,2.2336,186.3004,496.3202,0.9662,15.3463,3.5404,814.3439,543.8430000000001,527.9524,6577.9559,52.1175,2
10249,10021332,海鹽烤鮭魚 家常菜氣炸鍋15分鐘搞定,178.2853,19.1432,6.7053,1.7421,0.7253,39.4021,33.2926,11.0747,12764.3979,207.0316,222.8095,215.3842,24.2453,0.5926,88.9442,75.0926,0.4547,24.3463,1.1463,725.8758,488.0568,528.1021,6463.0811,11.1158,2
10250,10021375,烏龍冷麵 淬釀日式下午茶點,107.2285,72.3344,6.0648,4.0439,1.6905,1.0578,11.9084,0.8728,516.5522,987.2426,481.98199999999997,146.912,11.0548,2.5875,171.6028,294.367,0.6325,22.1799,4.3015,1690.4878,1821.8551,503.3697,5723.8627,41.2333,2
10251,10021528,烤海苔,294.7526,9.8254,32.0845,7.2767,1.4713,13.0661,37.7474,25.4132,1986.8624,2476.0683,298.7946,323.798,35.9917,3.2048,572.1277,12023.112,4.4058,570.0278,0.0118,1471.3477,1849.8731,3917.0983,30087.0367,0.0,2
10252,10021713,秘滷豬心,194.4341,45.2704,6.1,3.3466,0.9801,3.9596,39.2167,11.8219,1510.6065,400.6489,248.0785,63.1019,12.4779,0.4364,65.8055,1655.9424,0.9557,28.0798,11.2983,441.7405,511.1485,523.8126,3445.6029,5.3536,2
10253,10021736,納豆烏龍麵,167.7027,61.5447,5.4532,9.3397,1.7669,0.6279,16.3254,1.3522,549.2025,1404.4495,763.0018,222.9921,16.8894,2.6861,192.4864,123.0948,4.4242,14.1861,3.5163,1578.1624,3111.9578,3344.7859,3140.3934,48.6491,2
10254,10022320,起士牛肉咖哩烏龍麵,162.9935,63.8505,5.4371,4.7547,3.2641,1.3133,24.6444,1.0425,1049.8353,2222.6874,1364.6531,361.163,27.2721,4.7783,350.9558,187.2322,0.3324,7.3717,0.0434,3264.0855,1194.257,275.9801,5637.9961,13.2198,2
10255,10022393,起司玉米脆片 雀巢玉米脆片,342.1065,19.4621,15.5195,10.1306,6.9692,1.5203,49.1012,1.8525,649.7436,127.2818,459.6267,34.3023,16.2586,1.7063,229.7685,1331.4718,0.3158,18.254,11.7887,6913.0829,2671.9616,316.2015,11341.7598,33.3799,2
10256,10022902,馬鈴薯樂園,140.5085,66.0512,4.9605,2.8212,0.2769,2.2238,23.9434,8.1166,85.2762,668.9401,162.709,76.4478,12.1532,1.4622,108.3874,671.461,15.1246,29.273000000000003,26.2105,276.8697,1604.6618,765.2718,4163.1617,0.0,2
10257,10022974,馬鈴薯燉肉烏龍麵,88.1275,76.2066,2.3432,0.2161,0.0469,1.8444,19.3898,1.589,738.3141,1429.0956,620.6662,180.295,13.2872,2.3096,159.195,7716.5467,0.1827,12.5871,5.6176,46.8362,32.0993,87.1957,1746.5199,0.0,2
10258,10023351,健康零負擔氣炸鍋偽炸雞,295.2734,27.9265,12.4753,5.6923,0.7968,1.9117,49.7977,4.69,245.7914,303.5146,67.3607,71.4012,11.5606,1.0458,118.4494,770.5724,2.8099,51.1564,6.8908,767.8459,1001.0238,612.0267,10167.2157,80.8902,2
10259,10023849,梅乾菜燉鴨,176.5323,56.2104,10.4798,10.899000000000001,2.5685,10.5305,11.8803,4.9046,3630.3407,439.1564,131.5602,40.2985,13.8382,1.2494,116.1638,2284.3058,2.3324,16.7768,1.0168,2568.5421,4911.1635,3032.0229,9357.5353,49.1085,2
10260,10023882,涼拌小菜 韓式(辣)涼拌豆芽(食譜),519.0667,5.1446,10.3615,41.268,7.2451,10.6341,32.6554,22.7129,1604.0266,2552.4375,50.9789,115.6071,20.4293,0.9205,210.25799999999998,4170.9627,34.6954,43.9204,6.0031,7245.1898,13880.5394,20109.4213,6083.3589,0.0,2
10261,10024005,涼拌時蔬,196.649,47.8619,6.3602,2.8386,0.5592,3.3164,39.623000000000005,8.0439,299.6465,379.5843,582.4608,70.8886,20.1441,1.0823,63.5883,8.4391,1.6196,25.069000000000003,1.5809,559.1803,824.0719,1439.4057,10059.6588,0.0,2
10262,10024060,涼拌蕃茄龍鬚菜,290.3926,31.1586,10.4234,8.8216,2.9211,3.8204,45.7761,9.4969,288.1075,421.7377,752.5188,90.6335,26.4868,1.3452,87.6308,2582.221,2.2217,21.0409,9.5627,2921.1118,3141.2201,2706.4926,15660.0346,19.101,2
