Unnamed: 0,r_id,recipe,Calories.kcal.,Moisture.g.,Protein.g.,Crude_fat.g.,Saturated_fat.g.,Ash.g.,Carbohydrate.g.,Dietary_fiber.g.,Na.mg.,K.mg.,Ca.mg.,Mg.mg.,Fe.mg.,Zn.mg.,P.mg.,VitaminA.IU.,VitaminE.mg.,VitaminB_group,VitaminC.mg.,Fatty_acid_S.mg.,Fatty_acid_M.mg.,Fatty_acid_P.mg.,Amino_acid.mg.,Cholesterol.mg.,Cluster
21401,10000261,(煮食影片) 迪士尼朱古力曲奇,494.2161,12.0837,5.1617,29.1509,14.1554,0.5191,53.0847,1.3107,13.765999999999998,166.5597,13.8918,20.3562,1.0497,0.5986,63.6021,81.171,1.4275,25.5102,2.4413,14155.3903,13811.4036,1160.7954,5302.7327,73.6589,5
21402,10000265,(煮食影片)巧克力馬芬 (巧克力鬆餅),369.773,32.7268,5.4325,21.3744,10.489,0.7893,39.6771,1.2259,33.5585,225.5523,40.1048,21.8297,1.0582,0.7289,100.5024,143.0377,1.1381,21.4815,1.2511,10489.0223,9932.1545,936.1267,4999.0331,92.0049,5
21403,10000290,(葡式)不是蛋塔,362.6126,29.2741,12.4412,18.0413,11.7837,1.9226,39.0053,0.4376,122.6644,396.7271,280.1884,36.7104,0.7346,1.3063,255.4579,952.4824,0.8987,27.9689,7.1696,11783.7413,5169.2026,958.4574,12927.9655,115.0624,5
21404,10000338,紅麴玫瑰餅乾,506.3104,13.267000000000001,3.9684,33.5619,22.987,1.1921,48.0107,1.0091,220.6074,269.2597,27.5211,15.4534,0.9355,0.4485,44.8676,1305.4324,1.5390000000000001,21.8744,2.7721,22987.0111,8570.9862,1408.0617,3889.8233,81.1258,5
21405,10000348,小烤箱烘焙香酥乳酪餅乾,374.1997,29.5489,10.3078,19.7014,13.044,1.2338,39.2081,0.7234,229.1788,96.0263,203.86700000000002,17.9763,0.894,1.2868,173.6721,742.6368,1.2366,32.1045,1.9872,13043.9949,5290.3164,1127.528,10691.2433,111.2507,5
21406,10000349,小烤箱烘焙燕麥葡萄乾脆餅,417.8411,19.1379,5.2658,20.6142,13.4175,1.0888,53.8933,2.2622,164.1739,186.6558,23.8374,25.1244,1.2073,0.6659,96.4846,582.0717,1.4341,25.3881,2.7249,13417.4558,5629.9576,1529.3524,4777.3269,95.1634,5
21407,10000351,日式點心-草莓巧克力千層蛋糕,240.6037,57.2592,4.9775,15.3314,10.1807,0.9324,22.2545,0.5308,90.1499,211.3502,68.5549,17.0968,0.6672,0.6218,94.2557,471.0958,0.7917,15.8109,0.8562,10180.7438,4234.8917,822.2754,5316.7281,92.6472,5
21408,10000352,毛卡 自製鹽味奶油糖,345.54900000000004,39.0435,1.1894,23.276999999999997,16.1169,1.3839,36.9967,0.0,233.3752,368.2446,46.0265,4.7191,0.2906,0.2799,40.8858,648.7911,0.6435,1.0653,0.3354,16116.8876,6197.4601,748.1178,1320.819,75.4673,5
21409,10000357,巧克力慕斯 不用烤箱輕鬆做,415.8171,44.4867,4.571000000000001,40.7062,27.5804,1.1687,11.2951,4.1007,19.1581,365.8107,75.9581,87.337,3.332,1.4667,165.7762,775.3473,3.0822,7.5375,0.2787,27580.3815,11509.4539,1361.4479,4080.3478,88.9921,5
21410,10000363,西式甜點-巧克力塔皮,454.1643,16.9958,5.8539,25.7569,15.1141,0.6595,50.733999999999995,1.7277,34.3676,204.4362,28.4498,28.1623,1.1593,0.9028,98.789,801.465,2.252,27.6085,2.0109,15114.1113,8322.3205,1948.1378,5779.9406,90.5724,5
21411,10000364,西式甜點-原味塔皮,452.1917,17.1882,5.6048,25.3308,14.83,0.4666,51.4096,1.2815,33.8923,99.6245,25.4368,19.7965,0.9096,0.7929999999999999,84.9216,799.7515,2.1475,27.7088,2.1114,14829.9755,8177.3073,1951.2323,5687.0153,90.5724,5
21412,10000365,免烤箱藍莓生乳酪蛋糕,235.3016,36.3293,5.6893,16.2165,9.902000000000001,3.3621,17.9199,1.2861,754.8707,622.181,174.4967,20.4167,0.6496,0.9464,144.9659,512.9899,1.6593,5.5593,5.9043,9901.9644,4833.0307,1275.9891,5864.6221,41.1746,5
21413,10000371,海頓媽媽香蕉冰棒棒糖,331.0864,41.033,5.8363,21.5288,13.9214,1.7971,29.8048,7.5029,2.4887,673.3058,42.788999999999994,145.8024,5.129,2.1122,203.2594,18.7988,3.9228,18.9181,5.6953,13921.3738,6818.2323,785.5955,4011.3103,0.0,5
21414,10000390,椰子雪球,444.4993,25.0438,8.647,37.4635,32.5682,2.4718,26.3739,8.9273,191.4192,706.8049,108.9834,82.2955,4.0331,1.4097,189.2799,945.9385,1.0084,27.2203,4.2576,32568.2775,3967.8739,924.4748,8594.5458,118.0383,5
21415,10000398,廚房習作Hollndise Suce 荷蘭醬,312.3511,48.8241,6.0175,29.7637,19.7072,6.0968,6.8082,1.3276,1188.7508,1378.2316,62.6134,28.9761,3.7624,0.7276,101.4875,988.0151,1.6592,32.8203,4.3947,19707.2115,8108.3294,1891.3155,5855.9622,239.7434,5
21416,10000401,Cr Dessert 德式蘋果溫蛋糕的傳統美味Apfelkuchen,267.4998,46.7419,4.3262,13.5396,8.7094,1.1715,33.3778,0.8605,172.6835,302.7709,28.9527,9.875,0.7129,0.5487,68.3868,529.279,0.892,20.0597,3.0016,8709.377,3772.6032,848.2269,4165.2963,99.7797,5
21417,10000406,乳酪慕斯,286.9288,40.0649,7.665,19.8826,12.4683,2.0536,20.5967,0.8486,582.6417,104.3927,234.5818,22.070999999999998,0.6712,1.265,193.6625,655.0014,1.915,16.5545,8.5064,12468.2361,5806.5802,1447.3379,8130.5986,51.7932,5
21418,10000408,海鹽焦糖醬,318.2044,36.9552,1.193,23.3465,16.165,1.6718,29.7744,0.0,288.8215,446.9752,46.9548,4.8649,0.3022,0.2622,41.1672,650.7278,0.6454,1.0637,0.237,16164.9978,6215.9599,750.3510000000001,1324.7618,75.6925,5
21419,10000438,[7 Bkery]餅乾盒裡的好滋味-果醬奶酥餅乾,426.82599999999996,18.3926,4.0856,20.9718,14.3783,0.9284,55.6216,0.8168,219.3011,129.8223,15.8442,11.0982,0.6941,0.4116,51.4244,620.6732,1.148,21.5575,4.4708,14378.346000000001,5315.904,1236.8397,4052.298,89.5504,5
21420,10000452,[Coly的美味生活]雙色乳酪酥餅,385.6628,25.5141,10.1895,19.8757,13.444,2.5158,41.9049,1.228,570.3534,314.1949,174.5146,33.9731,1.2246,1.2608,190.0086,753.4663,1.2442,26.4073,2.8566,13444.0101,5252.6427,1122.9884,10589.3375,112.3987,5
21421,10000456,[Coly美味生活]濕潤棉密布朗尼,366.2858,35.873000000000005,7.2191,24.0423,15.2264,1.4865,31.3792,4.1938,70.2233,480.0929,47.6868,88.5903,3.5648,1.6097,181.1098,505.028,3.0198,27.0581,4.1469,15226.4473,7346.422,1296.2651,6526.7656,127.1874,5
21422,10000474,[MAYI] 雙色餅乾,429.3647,18.4411,5.7158,21.2482,14.0563,0.5684,54.0266,1.4693,20.0925,213.1259,19.7165,23.8976,1.2052,0.6707,79.0043,766.7006,1.4113,27.8238,2.3588,14056.3189,5658.3859999999995,1187.6984,5663.1541,94.5105,5
21423,10000475,[MAYI]古早味蛋撻 懶人速成,293.2792,51.0394,5.9133,20.5154,12.737,0.7081,22.3047,0.541,127.999,84.2829,42.5741,13.6841,0.4927,0.52,85.8737,407.4559,3.3296,19.3513,0.3609,12736.9846,5203.3324,2518.8028,6275.1752,81.8702,5
21424,10000476,MAYi 可可瑞士捲,264.8908,46.9002,6.541,19.0519,9.1976,0.9818,18.5104,0.7906,105.0844,279.099,42.9691,19.0702,1.2533,0.8156,115.1607,491.6118,2.1138,30.4074,0.8868,9197.5833,8184.5358,1575.5702,6501.566,170.9568,5
21425,10000477,MAYi 奶香波士頓派,261.3236,60.711000000000006,7.2673,22.1635,10.667,0.6308,10.1762,0.1209,76.9641,111.5824,49.4987,9.9457,1.1247,0.8299,119.3418,596.153,6.0654,35.9184,0.7588,10667.0218,6486.0769,4886.7308,7528.5454,223.1323,5
21426,10000478,[MAYI]巧克力燕麥餅,427.3441,17.6565,7.0729,21.0814,13.4603,1.4927,52.6965,2.7652,168.3027,275.8628,27.5178,53.9696,2.1066,1.0355,111.8382,461.379,1.9966,34.9048,2.0966,13460.2892,5501.0665,1236.647,7023.9109,81.7403,5
21427,10000480,[MAYI]草莓起司蛋糕(免烤),372.1312,30.8095,6.4183,27.8008,16.5721,1.6493,25.5409,1.3779,447.1727,104.9047,181.3282,26.244,0.8034,1.1674,174.0811,809.0209,3.1291,7.1758,0.1344,16572.093999999997,8536.5954,2423.158,6749.0946,65.3604,5
21428,10000483,[MAYI]輕乳酪蛋糕 綿密口感,307.0123,44.3899,12.3978,19.6477,12.8106,2.6072,21.2542,0.11900000000000001,532.7833,329.6351,284.2382,24.3723,1.0185,1.5462,262.448,960.6991,1.1556,29.6465,3.9897,12810.6398,5579.0027,1100.1896,12975.1978,173.6484,5
21429,10000484,[MAYi]酸不溜丟檸檬磅蛋糕,392.2052,23.8649,4.7562,19.9009,13.0311,0.7517,49.7507,0.6852,111.5975,192.8895,19.6388,10.3374,0.8184,0.504,61.5977,756.6319,1.1907,24.6846,4.1504,13031.0477,5402.5743,1139.5297,4790.1461,118.0833,5
21430,10000489,[SDS] 超簡易奶酪 Pnn Cott,220.6843,67.2074,2.3815,19.3338,13.3768,0.5974,11.904000000000002,0.0013,29.198,109.762,85.7496,9.2319,0.2193,0.4256,74.4279,556.5847,0.5164,1.3130000000000002,0.2021,13376.8081,5162.6077,632.1763,2680.6164,63.6736,5
21431,10000518,[WitiKitchen]泡芙殼,380.4813,30.9713,14.8238,23.2557,14.8651,2.2994,28.6498,0.3905,162.1631,471.254,327.8005,40.9532,1.0092,1.5986,313.3161,1325.7363,1.3657,38.2906,8.2676,14865.0466,6767.4802,1369.3433,15167.4209,186.1617,5
21432,10000529,[WitiKitchen]糖霜豹紋吐司餅乾,392.8675,22.8455,5.5723,19.0365,12.7987,1.1616,51.3842,1.7161,377.8637,60.8968,17.5464,16.1936,0.8381,0.4832,62.3009,466.2567,1.361,52.4581,0.0422,12798.7109,5047.4511,1157.8904,5903.2651,44.9355,5
21433,10000531,[WitiKitchen]禮物餅乾,437.0423,17.2134,5.8477,22.139,15.133,1.0416,53.7582,1.6407,176.4021,231.6528,20.2908,26.5046,1.2038,0.6583,81.288,634.101,1.4497,27.647,2.6082,15132.9679,5612.1432,1352.1479,5760.0577,88.699,5
21434,10000539,[Yun在廚房]黃金地瓜薯片,229.703,56.638999999999996,1.4574,13.1632,9.3823,2.395,26.3454,1.7692,377.468,609.5189,39.3734,20.6684,0.4946,0.2326,48.5378,370.4107,0.8316,10.6721,15.9756,9382.3258,3178.5467,576.1056,1074.8898,34.2823,5
21435,10000550,[大同小電鍋]用電鍋做起司蛋糕,378.1204,39.3725,11.0161,29.9364,19.1337,2.7422,17.6084,0.6702,743.7139,175.5577,316.7194,32.2455,1.2411,1.7574,284.7584,891.1538,2.555,13.0461,0.2344,19133.6946,8726.7797,1868.4431,11776.6015,96.3981,5
21436,10000570,小烤箱 檸檬餅乾,395.6348,21.0497,4.0926,18.1071,12.1437,0.2777,54.4265,1.1504,8.1429,88.5143,16.2278,13.205,0.7183,0.4168,44.7601,651.6275,1.0674,20.4753,9.6405,12143.7699,4675.1308,970.4097,4103.5675,58.2037,5
21437,10000575,[小寶的飯飯]香菇起司蛋捲,269.3826,62.6213,7.4658,26.0845,16.9165,0.9812,2.8473,0.5898,189.433,156.3676,72.4599,9.764,1.0955,1.0287,138.6427,1054.9471,1.4474,38.0684,0.3113,16916.4347,7321.4038,1462.088,7361.4342,211.4742,5
21438,10000584,[五辛素] 自製紅油拌麵,433.6637,40.061,2.6757,41.3192,6.8032,1.0453,14.9132,3.3886,228.1278,196.16099999999997,97.2252,18.0931,1.0516,0.3124,39.4508,567.8559,8.9519,29.5788,6.9643,6803.2212,29574.0986,4913.5045,2119.7065,0.0,5
21439,10000593,[日式咖哩牛肉燴飯 歐姆蛋]簡易親子料理,272.1792,55.2183,10.1647,21.2489,10.9857,3.535,10.0795,1.0879,954.0935,398.6472,43.6712,17.5627,1.4635,1.3252,117.4956,293.4417,2.1889,32.5524,1.4681,10985.6499,8947.4625,1186.896,9737.1761,177.1385,5
21440,10000627,四哥小廚房 酥烤吐司條,496.4963,11.550999999999998,1.6249,31.7625,22.4378,0.8897,54.172,0.4284,312.45599999999996,20.4707,12.3144,4.8554,0.281,0.2037,25.1793,893.8448,1.1786,13.2024,0.0105,22437.8496,7905.4963,1356.2188,1473.5318,83.1722,5
21441,10000649,[在日不落發現小確幸] 英式蝴蝶杯子蛋糕,370.7526,36.5002,5.825,25.5175,17.2321,0.8254,32.1254,0.5447,190.0542,87.2438,36.9751,11.6596,0.8598,0.6433,89.4553,774.4205,1.18,23.4573,0.2198,17232.0969,6905.2743,1260.4461,5625.7174,141.4775,5
21442,10000680,[低醣飲食]特調無糖熱可可,461.671,22.3258,16.8478,34.3758,24.0129,3.8121,23.6794,1.3507,204.2098,923.1579,558.6325,74.8442,1.179,2.0849,453.0964,1821.8457,1.3346,14.5607,12.345,24012.8963,9010.2556,1091.5833,16979.3439,97.7824,5
21443,10000682,免烤箱 巧克力慕絲蛋糕(6吋,208.8206,65.4438,4.2887,15.3595,10.3023,1.088,14.4191,1.7055,40.6497,266.7667,116.4411,43.2651,1.3595,0.9103,126.5709,309.6447,1.2768,5.6999,0.0948,10302.2654,4378.0965,575.5145,4259.0258,33.3207,5
21444,10000687,免磅秤 湘琴也能做成功的熔岩巧克力蛋糕,502.3675,19.4752,7.3988,38.1545,25.0088,1.3837,33.5879,5.5797,29.5806,431.4847,46.4522,113.0347,4.5511,1.8957,201.9101,806.0038,4.0846,25.4843,0.6456,25008.7536,11139.4398,1658.5581,6519.0387,118.1665,5
21445,10000701,[兔兔妞愛嘗鮮] 歐姆蛋包飯,381.9756,42.0747,12.214,33.1875,21.8798,2.2003,10.3235,0.0,325.1654,333.0894,233.0936,27.3588,1.0421,1.3732,253.5785,1420.9854,1.7238,37.7224,5.0119,21879.8514,9260.4638,1955.9763,12308.1742,266.5146,5
21446,10000726,[阿妮塔sweet] 草莓小紅帽,353.1284,28.8466,6.3721,15.0267,9.3864,1.4393,48.3153,5.3431,149.3953,358.0475,35.4622,91.6114,3.5169,1.4204,151.5547,30.9415,2.8555,52.6464,13.3711,9386.3928,4832.1226,805.4182,5819.2908,2.1725,5
21447,10000739,[阿妮塔海賊] 烤蘋果炸彈(爆弾    ),263.2356,47.95,0.4419,13.3836,9.5913,0.5422,37.6824,1.6311,103.8681,98.7601,22.884,10.0808,0.4402,0.2838,14.6754,380.7322,106.9181,1.0404,4.9830000000000005,9591.3681,3201.3181,564.5927,166.7795,33.7509,5
21448,10000766,美善品 脆皮巧克力布朗尼,430.7051,27.6119,8.4271,31.9098,16.3151,1.8418,30.2094,3.6823,205.8852,480.0891,48.5246,83.5173,3.0351,1.6295,201.0436,563.3782,4.8547,36.0804,0.7197,16315.0462,8534.8496,7028.6044,7948.8307,154.1587,5
21449,10000767,[英式點心]鬆餅粉也可以做司康,336.5946,35.6176,7.6511,16.8065,10.7937,1.2184,38.7064,4.5702,49.2598,342.8056,41.9946,83.8246,3.0831,1.3506,148.3154,175.083,2.5303,24.6984,11.5239,10793.7087,4999.5783,972.9139,7448.5576,35.4937,5
21450,10000799,[氣炸鍋]葡式蛋塔,306.9116,48.4466,5.8056,21.1668,13.1785,0.6935,24.3657,0.5829,131.4561,79.7412,39.1778,13.7798,0.4584,0.4916,81.8237,401.2834,3.5108,18.4969,0.3611,13178.565,5301.9549,2630.5947,6166.3014,73.1159,5
21451,10000800,[氣炸鍋料理]檸檬馬德蓮,372.5526,34.2477,6.5692,23.3832,15.3407,0.6006,35.1994,1.1994,38.4174,142.9194,23.0433,14.572000000000001,1.0872,0.7505,115.2047,889.2148,1.3631,27.761,5.7797,15340.6957,6349.1059,1310.818,5096.6151,139.1231,5
21452,10000805,[烘焙小技巧] 如何輕鬆打發鮮奶油霜,345.908,53.6926,1.7374,34.0044,23.5447,0.3355,12.9917,0.0,21.4465,85.5749,61.657,6.127000000000001,0.3617,0.3791,58.147,947.7992,0.94,1.5430000000000001,0.3452,23544.6707,9053.6808,1092.9025,1929.5443,110.2478,5
21453,10000809,[烤箱]巧克力蛋糕,289.3504,49.8025,5.7170000000000005,19.2587,12.6305,0.9214,24.9422,1.2407,43.3305,293.6471,58.9434,26.1938,1.1833,0.8171,119.7648,647.2391,1.1746,20.9897,0.9211,12630.5111,5395.3585,1016.201,5357.3158,122.0263,5
21454,10000819,烤箱料理 簡易牛油曲奇餅,421.4245,22.1126,5.976,22.4861,14.8013,0.3809,49.0444,0.9398,25.4432,96.39299999999999,18.1201,14.6115,0.9895,0.595,71.0964,836.5697,1.4102,30.8772,2.5004,14801.2492,6000.7825,1313.0401,6112.5036,114.0701,5
21455,10000821,烤箱料理 懶人版麵包布丁,284.9711,48.8937,3.4325,17.9318,12.2681,0.9129,28.829,0.4964,189.043,113.1207,46.1014,11.0008,0.469,0.4798,65.148,546.5983,0.8592,17.9816,1.4292,12268.0604,4698.9089,932.4108,3351.1027,86.0801,5
21456,10000824,[留學生簡易食譜]台式鹹酥雞,612.6656,23.4682,5.7574,61.0752,23.8147,0.4102,10.3543,0.3726,35.3881,101.6841,15.5271,9.2546,0.5719,0.3729,54.0693,620.7187,1.4641,7.4953,0.5828,23814.7298,27195.7727,10084.6807,5452.1493,85.7944,5
21457,10000834,[草莓就愛鷹牌煉乳]之金磚草莓拼盤,317.2984,48.3292,1.9665,23.9241,16.5877,0.6949,26.0666,0.6423,125.6075,115.7066,49.1844,9.4808,0.3608,0.3215,49.7508,677.8457,1.0048,27.7054,18.3493,16587.6893,6179.5284,1021.029,1718.2091,70.0174,5
21458,10000849,常備醬 超簡易自製酸奶油,291.4208,65.1477,2.228,31.9533,22.1235,0.4868,2.7249,0.0,33.2985,113.5208,77.17399999999999,8.2146,0.3428,0.4699,71.6684,892.7848,0.8823,3.6549,0.3302,22123.4711,8511.6986,1028.2338,2524.7016,104.0305,5
21459,10000855,[情人節]-果餡巧克力,543.3554,5.5894,8.9727,35.1527,22.8444,2.5126,47.7727,7.3427,51.0078,804.0644,138.89,171.666,6.4467,2.5359,348.9495,33.0803,5.2371,17.2012,6.1265,22844.4038,11115.0635,1189.2167,7906.2505,3.3152,5
21460,10000864,[甜點] 巧克力杏仁餅乾,447.7184,16.9364,7.9354,25.5799,14.7643,1.3727,48.1756,2.3128,169.78099999999998,339.3357,46.3031,56.5935,1.5263,0.9736,129.1848,602.0539,3.2967,29.5397,2.0735,14764.3089,8368.7213,2402.3205,7321.7081,88.994,5
21461,10000865,[甜點] 巧克力磅蛋糕,415.0984,24.1312,6.2139,24.2344,16.0474,1.062,44.3586,2.0762,170.5086,186.3505,27.6185,40.5909,1.9379,0.9562,116.7294,618.0573,2.0441,27.5124,1.2597,16047.3876,6707.4905,1442.0519,5803.6712,134.8782,5
21462,10000870,[蛋糕]馬斯卡彭波士頓派,396.4806,34.5366,10.7236,29.131,19.6907,1.8413,24.2442,0.5282,328.7006,250.0019,216.0303,24.0955,0.8666,1.2606,211.3315,1201.4795,1.3004,24.9381,3.5764,19690.6917,7782.1272,1295.5726,10979.9584,139.0512,5
21463,10000880,[喵 吃我好嗎 ]---療癒系列貓掌餅乾,455.2951,14.4857,6.0098,23.8259,15.1132,0.6851,54.9934,1.944,18.499000000000002,253.1681,23.0631,30.3924,1.253,0.778,92.7637,782.0096,1.8149,27.4349,2.5821,15113.1789,6843.9333,1494.3536,5769.8073,72.0274,5
21464,10000895,[減糖]葡式蛋塔,273.57599999999996,54.4283,5.5664,19.4162,12.1687,0.6802,20.5527,0.3924,107.6168,90.1509,49.2506,12.3488,0.532,0.5453,88.4164,445.3886,2.6431,18.9094,0.3446,12168.6679,5092.4083,2080.1374,5902.9716,98.4348,5
21465,10000913,[無泡打粉]香蕉蛋糕,288.9469,43.8483,5.7994,14.3015,8.9162,0.5246,35.5262,0.8369,40.4947,160.6572,18.9315,15.0378,0.9576,0.6593,77.9347,573.3963,1.1715,32.696999999999996,3.8412,8916.1604,4110.7611,1063.5583,5582.0011,135.9825,5
